slug,title,date,publish_status,author,category,featured,agent_hint,last_git_author,last_git_date,last_git_subject,hero_path_final,header_class,image_file_exists,vs_hero,vs_infographic,prompt_used,visual_review_status,content_review_status,word_count,images_in_article,body_svg_count,internal_link_count,seo_completeness_6,priority_score,action_needed,description,file
suno-prompt-engineering-complete-guide,The Complete Suno Prompt Engineering Guide: From Beginner to Pro,2026-01-24,published_tree,Frank,ai-tools,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/suno-prompt-engineering-complete-guide-hero.png,raster_other,True,/images/blog/generated/suno-prompt-engineering-complete-guide-premium-hero.png,,"Built-in image_gen premium FrankX hero. Accepted mini-batch 3: strong warm music-studio visual; minor abstract iconography only, no large fake text. Dark-first cinematic editorial, no logos, no people, no readable text, no fake UI, no watermark.",accepted,not_recorded,3302,0,0,8,5,10,audit_content_accuracy,"Master Suno AI music creation with prompt formulas tested across 12,000+ tracks. Genre-specific techniques, advanced modifiers, the anatomy of prompts that generate professional tracks, and the 2026 c",suno-prompt-engineering-complete-guide.mdx
suno-vs-udio-2026,Suno vs Udio 2026: Which AI Music Tool Is Safe to Release Commercially,2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/suno-vs-udio-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2183,0,0,5,6,10,audit_content_accuracy,"After 12,000+ AI songs, here's the honest 2026 verdict on Suno vs Udio — and the licensing change that makes one of them risky to release commercially right now.",suno-vs-udio-2026.mdx
the-great-transition-build-your-own-business,The Great Transition: Why Building Your Own Business Is the Smartest Move You Can Make Right Now,2026-02-18,published_tree,FrankX,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/great-transition-hero.png,raster_other,True,/images/blog/generated/the-great-transition-build-your-own-business-premium-hero.png,,"Built-in image_gen premium FrankX hero. Accepted mini-batch 3: distinctive old-to-new bridge scene with warm creator studio and no text artifacts. Dark-first cinematic editorial, no logos, no people, no readable text, no fake UI, no watermark.",accepted,not_recorded,2824,0,0,4,5,10,audit_content_accuracy,AI is making white-collar jobs vulnerable at the exact moment it's handing individuals the tools to build real businesses. Here's why the window is open — and what to do about it.,the-great-transition-build-your-own-business.mdx
the-higher-self-protocol,The Higher Self Protocol: What Happened When I Used AI to Get Closer to God,2026-06-12,published_tree,Frank,Flagship,true,frank-or-human,Frank,2026-06-17 19:41:09 +0200,Add second premium blog visual batch,/images/blog/generated/the-higher-self-protocol-premium-hero.png,premium_raster,True,/images/blog/generated/the-higher-self-protocol-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: distinctive soul-spectrum cinematic mirror; calmer and less technical than model posts.",accepted,not_recorded,2663,0,0,2,5,10,audit_content_accuracy,"A friend told me she wants to become a saint. So I started using AI the way you''d use a good study partner — to read scripture slowly, sit with hard questions, and show up for a practice. Here is wha",the-higher-self-protocol.mdx
the-research-generation-flywheel-sandcastles-higgsfield-grok-2026,The Research + Generation Flywheel: Sandcastles-Style Analysis + Higgsfield/Grok Execution,2026-06-12,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/research-generation-flywheel-2026.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1110,0,0,2,4,10,audit_content_accuracy,"How data-backed short-form research (Sandcastles or X outlier signals) feeds directly into production (Higgsfield, native Grok video tools, editing). The exact weekend workflow that turns signals into",the-research-generation-flywheel-sandcastles-higgsfield-grok-2026.mdx
trinity-ai-conscious-operating-system,Trinity AI — The Conscious Operating System for Human Potential,2026-04-09,published_tree,Frank,Product Vision,false,frank-or-human,Frank,2026-06-02 00:53:14 +0200,Blog excellence: flagship showcase + premium cinematic heroes + content fixes (#106),/images/blog/trinity-ai-conscious-operating-system-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,2236,0,0,6,5,10,audit_content_accuracy,"Trinity AI is a 5-layer conscious operating system that remembers you, reads your body, and compounds intelligence daily. Built on Claude Agent SDK, Vercel, and sovereign data principles.",trinity-ai-conscious-operating-system.mdx
ultimate-canva-ai-workflow-2026,"The Ultimate Canva AI Workflow in 2026: Magic Studio, Brand Kits, and the Creator Setup",2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/ultimate-canva-ai-workflow-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2156,0,0,4,6,10,audit_content_accuracy,"The complete Canva AI workflow for 2026: Magic Studio, Brand Kit, Bulk Create, and the repurposing pipeline that turns one asset into a week of content. Honest ROI and who it's for.",ultimate-canva-ai-workflow-2026.mdx
ultimate-capcut-workflow-2026,The Ultimate CapCut Workflow in 2026: The AI Editing Setup for Short-Form and Faceless Channels,2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/generated/ultimate-capcut-workflow-2026-premium-hero.png,premium_raster,True,,,,pass_heuristic,not_recorded,1998,0,0,3,5,10,audit_content_accuracy,"The verified CapCut workflow for June 2026 — AI captions, auto-reframe, script-to-video, voiceover, and templates — plus the fast faceless pipeline, batch repurposing, and a plan table with honest pri",ultimate-capcut-workflow-2026.mdx
ultimate-descript-workflow-2026,The Ultimate Descript Workflow in 2026: Edit Video and Audio by Editing Text,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/ultimate-descript-workflow-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2216,0,0,4,6,10,audit_content_accuracy,"The complete Descript workflow for 2026 — text-based editing, voice cloning, Studio Sound, one-click filler removal, and the repurposing pipeline that turns one recording into a week of content.",ultimate-descript-workflow-2026.mdx
ultimate-elevenlabs-workflow-2026,"The Ultimate ElevenLabs Workflow in 2026: Voice Cloning, Agents, and the Setup That Wins",2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/ultimate-elevenlabs-workflow-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2287,0,0,7,6,10,audit_content_accuracy,"The complete ElevenLabs workflow for 2026 — Eleven v3, instant vs professional voice cloning, the API, conversational agents, and dubbing. Real setups for podcasters, course creators, app builders, an",ultimate-elevenlabs-workflow-2026.mdx
ultimate-gamma-workflow-2026,The Ultimate Gamma Workflow in 2026: From Prompt to Investor-Ready Deck,2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/ultimate-gamma-workflow-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2228,0,0,4,6,10,audit_content_accuracy,"A results-first workflow for Gamma in 2026 — prompt-to-pitch-deck, doc-to-deck, edit-by-chat refinement, and brand-locked templates, plus the real ROI vs. hiring a designer.",ultimate-gamma-workflow-2026.mdx
ultimate-heygen-workflow-2026,"The Ultimate HeyGen Workflow in 2026: Avatars, Cloning, and the Faceless Video Setup",2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/generated/ultimate-heygen-workflow-2026-premium-hero.png,premium_raster,True,,,,pass_heuristic,not_recorded,2342,0,0,6,6,10,audit_content_accuracy,"The complete 2026 HeyGen workflow — clone yourself from a 15-second selfie with Avatar V, localize into 175+ languages, automate sales video at scale via the API, and run a faceless channel. Setup, RO",ultimate-heygen-workflow-2026.mdx
ultimate-opus-clip-workflow-2026,The Ultimate Opus Clip Workflow in 2026: Long Video to Viral Shorts on Autopilot,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/ultimate-opus-clip-workflow-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2412,0,0,8,6,10,audit_content_accuracy,"A results-first Opus Clip workflow for 2026: turn one podcast or long video into 10 scored shorts, run the virality-score curation loop, and batch-schedule to TikTok, Reels, and Shorts. Verified featu",ultimate-opus-clip-workflow-2026.mdx
using-elevenlabs-for-faceless-youtube-channels-and-higgsfield-for-b-roll,The Ultimate Guide: Using ElevenLabs for Faceless YouTube Channels and Higgsfield for B-Roll,2026-06-23,published_tree,Frank Riemer,Creator Systems,,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/using-elevenlabs-for-faceless-youtube-channels-and-higgsfield-for-b-roll-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,185,0,0,0,4,10,audit_content_accuracy,How to combine modern AI voice models with responsive video tools for high-retention faceless production.,using-elevenlabs-for-faceless-youtube-channels-and-higgsfield-for-b-roll.mdx
vercel-claude-code-nextjs-deploy-one-session,Vercel + Claude Code: Ship a Next.js Site in One Session,2026-03-21,published_tree,FrankX,Creator Systems,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/claude-code-mcp.png,raster_other,True,,,,pass_heuristic,not_recorded,2367,0,0,4,5,10,audit_content_accuracy,"The deployment pipeline I use daily — Claude Code builds, Vercel deploys, MCP monitors. From code to production in minutes.",vercel-claude-code-nextjs-deploy-one-session.mdx
vibe-os-creative-soul,Vibe OS: Engineering Neuro-State with the RPM Model,2025-01-08,published_tree,Frank,Vibe OS,,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/vibe-os-creative-soul-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,604,0,0,4,5,10,audit_content_accuracy,Stop treating AI audio like a slot machine. Use the RPM Model to engineer the biological state of your users. Here is specific code for your prompt strategy.,vibe-os-creative-soul.mdx
vibe-os-platform-introduction,Vibe OS: Multi-LLM Agent Ecosystem for Music Creation and AI Orchestration,2026-02-17,published_tree,Frank,AI & Systems,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/vibe-os/vibe-os-ecosystem-overview.png,raster_other,True,,,,pass_heuristic,not_recorded,1653,3,0,6,5,10,audit_content_accuracy,"An integrated platform combining AI music production, multi-LLM orchestration, and intelligent agent coordination. Built on Claude, GPT, Gemini, Grok, and Llama.",vibe-os-platform-introduction.mdx
visual-intelligence-system-ai-image-management,How I Built a Visual Intelligence System After Losing Track of 408 Images,2026-03-21,published_tree,Frank Riemer,Creator Systems,,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/visual-intelligence-system-ai-image-management-hero.webp,raster_other,True,,,,pass_heuristic,not_recorded,1494,0,0,7,5,10,audit_content_accuracy,"I discovered 82% of my site's images were orphaned, flagship posts used placeholder SVGs, and 3 blog posts showed the same hero twice. Here's the system I built to fix it — and how you can use it too.",visual-intelligence-system-ai-image-management.mdx
what-is-agentic-ai,What is Agentic AI? The Shift From Tools to Collaborators,2025-02-15,published_tree,Frank,AI Architecture,,codex,Frank,2026-05-23 11:59:53 +0200,feat(routing): smart-404 follow-ups — sitemap auto-discovery + merge:gate + 5 aliases + Codex gate fixes,/images/blog/what-is-agentic-ai-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1033,0,0,7,6,10,audit_content_accuracy,"Agentic AI doesn't wait for prompts—it acts. After building production agent systems in enterprise environments, here's what actually matters about autonomous AI.",what-is-agentic-ai.mdx
agent-feed-privacy-first-ai-transparency,Building Privacy-First AI Transparency: The Agent Feed Architecture,2026-02-03,published_tree,Frank,Creator Systems,true,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/agent-feed-privacy-first-ai-transparency-hero.png,raster_other,True,/images/blog/generated/agent-feed-privacy-first-ai-transparency-premium-hero.png,,"Built-in image_gen premium FrankX hero: Building Privacy-First AI Transparency: The Agent Feed Architecture. Flagship privacy/transparency ledger with clear trust architecture. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,806,0,0,3,5,5,audit_content_accuracy,How we built a curated AI agent commentary system without logging sessions. The journey from raw surveillance to smart curation.,agent-feed-privacy-first-ai-transparency.mdx
agentic-ai-roadmap-2026,Agentic AI Roadmap 2026: From Multi-Agent Systems to Enterprise Orchestration,2026-01-26,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/generated/agentic-ai-roadmap-2026-premium-hero.png,premium_raster,True,/images/blog/generated/agentic-ai-roadmap-2026-premium-hero.png,/images/blog/visual-system/infographics/agentic-ai-roadmap-2026-map.svg,"Built-in image_gen premium FrankX hero: strategic agentic AI roadmap as staged architecture platforms from copilots to governed production systems; dark premium 3D render, emerald/cyan paths, amber decision gates, no text or logos.",accepted-premium-bitmap,not_recorded,1347,0,0,7,6,5,audit_content_accuracy,"A strategic blueprint for creators, founders, and executives to deploy agentic AI systems in 2026. Updated with LangGraph, CrewAI, MCP protocol, and OCI GenAI patterns.",agentic-ai-roadmap-2026.mdx
agentic-os-family-foundry-launch,"The Agentic OS Family: One Architecture, Installed Into Real Businesses",2026-06-11,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/agentic-os-family-foundry-launch-hero-v5.jpg,raster_other,True,/images/blog/generated/agentic-os-family-foundry-launch-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: product foundry image clearly signals multiple deployable systems.",accepted,not_recorded,646,1,1,3,6,5,audit_content_accuracy,"How a one-day install for a friend's company became agentic-business-os, a public template with a sync channel — and the Foundry, an application-only install service with priority for sustainable, hea",agentic-os-family-foundry-launch.mdx
ai-model-routing-guide,The AI Model Routing Guide: Which Model for Which Agent (Q2 2026 Edition),2026-06-10,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/editorial/headers/ai-model-routing-guide-hero.webp,raster_other,True,/images/blog/generated/ai-model-routing-guide-premium-hero.png,/images/blog/visual-system/infographics/ai-model-routing-guide-map.svg,"Built-in image_gen premium FrankX hero: model routing as a transparent high-throughput switchboard taking multiple model families and routing them into one output lane, dark glass hardware, emerald/cyan flows, amber telemetry, no readable text, no logos, no stock look.",accepted-premium-bitmap,not_recorded,1249,0,0,8,6,5,audit_content_accuracy,"The working AI Architect's routing matrix as a narrative: which frontier model runs your coding agents, review gates, fan-out workers, and sovereign stacks — with prices, evidence grades, and the pers",ai-model-routing-guide.mdx
ai-skills-operating-layer,AI Skills Are the New Operating Layer,2026-06-15,published_tree,FrankX,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-17 15:05:28 +0200,feat(blog): add premium visual expansion batch,/images/blog/generated/ai-skills-operating-layer-premium-hero.png,premium_raster,True,/images/blog/generated/ai-skills-operating-layer-premium-hero.png,,"Built-in image_gen premium FrankX hero: AI Skills Are the New Operating Layer. Regenerated layered OS visual; strong systems metaphor. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,930,0,0,4,6,5,audit_content_accuracy,"Why AI skills are not prompt snippets, but reusable operating knowledge for founders, startups, and enterprise AI teams.",ai-skills-operating-layer.mdx
ai-video-generation-2026-sora-runway-kling-veo,"AI Video Generation in 2026: Sora, Runway, Kling, Veo",2026-03-21,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/generated/ai-video-generation-2026-sora-runway-kling-veo-premium-hero.png,premium_raster,True,/images/blog/generated/ai-video-generation-2026-sora-runway-kling-veo-premium-hero.png,,"Built-in image_gen premium FrankX hero: four abstract AI video model engines feeding one film-quality synthesis pipeline with glass reels, volumetric light, timelines, and camera rigs; no brand logos, no text, no people.",accepted-premium-bitmap,not_recorded,2945,0,0,8,5,5,audit_content_accuracy,"Every major AI video tool compared — quality, speed, pricing, and which to use for short-form, long-form, and creative production.",ai-video-generation-2026-sora-runway-kling-veo.mdx
best-open-local-llms-2026,The Best Open & Local LLMs in 2026: A Self-Host Field Guide,2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-23 03:25:37 +0200,feat(blog): add raster editorial visual system,/images/blog/editorial/headers/best-open-local-llms-2026-hero.webp,raster_other,True,/images/blog/generated/best-open-local-llms-2026-premium-hero.png,/images/blog/visual-system/infographics/best-open-local-llms-2026-map.svg,"Built-in image_gen premium FrankX hero: sovereign local AI lab bench with private model core, local inference hardware, data vaults, and isolated network paths; obsidian, emerald/cyan, restrained amber, no text, logos, people, or generic AI brain.",accepted-premium-bitmap,not_recorded,1766,0,0,10,6,5,audit_content_accuracy,"Which open-weight model for which hardware — Gemma 4, gpt-oss, Phi-4, Mistral Large 3, Llama 4, DeepSeek V4, and Kimi K2.6 compared by VRAM, license, and use case. When self-hosting beats an API, with",best-open-local-llms-2026.mdx
build-your-own-jarvis-claude-code,Build Your Own Jarvis: Turn Claude Code Into Your Personal Intelligence System,2026-01-20,published_tree,Frank,Creator Systems,true,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/build-your-own-jarvis-claude-code-hero-v8.jpg,raster_other,True,/images/blog/generated/build-your-own-jarvis-claude-code-premium-hero.png,,"Built-in image_gen premium FrankX hero: Build Your Own Jarvis: Turn Claude Code Into Your Personal Intelligence System. Strong personal operations system without robot assistant clichés. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,2123,0,0,8,5,5,audit_content_accuracy,"Build a personal AI system that knows your work, runs your workflows, and gets sharper every week. The exact CLAUDE.md + MCP + skills + subagents stack I run, updated for June 2026.",build-your-own-jarvis-claude-code.mdx
building-research-intelligence-system,Building a Research Intelligence System: How I Use AI Agents for Daily Knowledge Operations,2026-01-21,published_tree,Frank,Creator Systems,true,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/building-research-intelligence-system-hero-v5.jpg,raster_other,True,/images/blog/generated/building-research-intelligence-system-premium-hero.png,,"Built-in image_gen premium FrankX hero: Building a Research Intelligence System: How I Use AI Agents for Daily Knowledge Operations. Flagship research graph with investor-grade signal mapping. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,1473,0,0,4,5,5,audit_content_accuracy,"A deep dive into the multi-agent research system powering FrankX.AI - five specialized agents, three workflow modes, and a publication pipeline optimized for the AI age.",building-research-intelligence-system.mdx
claude-fable-5-analysis-2026,"Claude Fable 5: Benchmarks, Pricing, and What Four Day-One Evals Actually Show",2026-06-10,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-08 01:11:35 +0200,feat(learn): excellence pass — freshness dates + deepen the SEO interlink graph (#246),/images/blog/generated/claude-fable-5-analysis-2026-premium-hero.png,premium_raster,True,/images/blog/generated/claude-fable-5-analysis-2026-premium-hero.png,,"Built-in image_gen premium FrankX hero: Claude Fable 5: Benchmarks, Pricing, and What Four Day-One Evals Actually Show. Evaluation cockpit works for model-analysis framing. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: shifted from generic analytics cockpit to a model capability prism under measurement.",accepted,not_recorded,2002,0,0,7,6,5,audit_content_accuracy,"Anthropic released Claude Fable 5 on June 9, 2026 — a Mythos-class model made generally available. Launch benchmarks: 95% SWE-bench Verified, ~80% SWE-bench Pro. We ran four first-party eval rounds ag",claude-fable-5-analysis-2026.mdx
claude-fable-5-prompting-guide,"Claude Fable 5 Prompting Guide: Seven Rules from Measured Behavior, Not Vibes",2026-06-10,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-01 03:21:17 +0200,"Add Sonnet 5 to Model Arena, purge internal jargon leaked into public copy",/images/blog/editorial/headers/claude-fable-5-prompting-guide-hero.webp,raster_other,True,/images/blog/generated/claude-fable-5-prompting-guide-premium-hero.png,,"Built-in image_gen premium FrankX hero: Claude Fable 5 Prompting Guide: Seven Rules from Measured Behavior, Not Vibes. Good prompting workflow map with clear hub-and-spoke structure. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: shifted to tactile prompt composition studio with blank cards and warmer craft lighting.",accepted,not_recorded,1506,0,0,7,6,5,audit_content_accuracy,"How to prompt Claude Fable 5, derived from four receipted eval rounds — constraint stacking that works, the agreeable-execution trap, why output contracts belong in structure, and a system-prompt temp",claude-fable-5-prompting-guide.mdx
creator-intelligence-systems-2026,Why Every Creator Needs an Intelligence System in 2026,2026-01-20,published_tree,Frank,Creator Systems,true,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/creator-intelligence-systems-2026-hero.png,raster_other,True,/images/blog/generated/creator-intelligence-systems-2026-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted regenerated version: replaced text-risk dashboard with a cleaner creator operating room.",accepted,not_recorded,1659,0,0,7,5,5,audit_content_accuracy,The creators who thrive in 2026 won't be those with the best tools—they'll be those with the best systems. Here's why personal AI intelligence systems are the new competitive advantage.,creator-intelligence-systems-2026.mdx
golden-age-of-intelligence,The Golden Age of Intelligence: Agentic SEO OS for Exponential Reach,2024-09-19,published_tree,Frank,Flagship,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/golden-age-of-intelligence-hero.jpg,raster_other,True,/images/blog/visual-system/golden-age-of-intelligence-hero.svg,,"FrankX editorial visual for ""The Golden Age of Intelligence: Agentic SEO OS for Exponential Reach"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",accepted,not_recorded,14106,0,0,0,5,5,audit_content_accuracy,"Launch a 12-day sprint and 15,000-word masterplan for flagship content, high-frequency publishing, automation pipelines, distribution loops, and measurement rituals.",golden-age-of-intelligence.mdx
gpt-5-5-analysis-2026,"GPT-5.5 (\""Spud\""): What Actually Changed and Why It Matters",2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-08 01:11:35 +0200,feat(learn): excellence pass — freshness dates + deepen the SEO interlink graph (#246),/images/blog/gpt-5-5-analysis-2026-hero-v8.jpg,raster_other,True,/images/blog/generated/gpt-5-5-analysis-2026-premium-hero.png,/images/blog/visual-system/infographics/gpt-5-5-analysis-2026-map.svg,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: central frontier-agent engine with clear tool-port architecture.",accepted,not_recorded,2475,0,0,3,6,5,audit_content_accuracy,"OpenAI's GPT-5.5 leads GDPval at 84.9%, OSWorld at 78.7%, and Tau2 Telecom at 98% — at double the price of GPT-5.4. Technical breakdown with verified benchmarks, pricing, and what it means for builder",gpt-5-5-analysis-2026.mdx
how-to-write-claude-md-that-works,How to Write a CLAUDE.md That Actually Works,2026-03-21,published_tree,FrankX,Creator Systems,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/build-your-own-jarvis-hero.png,raster_other,True,/images/blog/generated/how-to-write-claude-md-that-works-premium-hero.png,,"Built-in image_gen premium FrankX hero: How to Write a CLAUDE.md That Actually Works. Blank instruction blueprint keeps document concept without fake text. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: replaced tablet UI with an editorial instruction folio and rule bands.",accepted,not_recorded,961,0,0,6,5,5,audit_content_accuracy,"The file Claude Code reads first every session. Structure, anti-patterns, and the exact template I use to ship 170+ pages.",how-to-write-claude-md-that-works.mdx
llm-evals-claude-code-guide,How to Run Your Own LLM Evals in Claude Code (No Eval Platform Required),2026-06-10,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-01 03:21:17 +0200,"Add Sonnet 5 to Model Arena, purge internal jargon leaked into public copy",/images/blog/editorial/headers/llm-evals-claude-code-guide-hero.webp,raster_other,True,/images/blog/generated/llm-evals-claude-code-guide-premium-hero.png,,"Built-in image_gen premium FrankX hero: How to Run Your Own LLM Evals in Claude Code (No Eval Platform Required). Evaluation/control-room visual fits the guide and social derivative overlays. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: turned dashboard evals into a physical QA test track with gates and trace discipline.",accepted,not_recorded,1286,0,0,3,6,5,audit_content_accuracy,"The complete tutorial for head-to-head model evals inside Claude Code: per-spawn model overrides, ground truth before dispatch, self-verifying tasks, blind judging, and JSON receipts. The exact harnes",llm-evals-claude-code-guide.mdx
